"subject","mode","pretty_condition","question","score","ROTATION","SHAPE"
"MYWDQ","asynch","TRI-90",6,3,"90","TRI"
"MYWDQ","asynch","TRI-90",7,3,"90","TRI"
"MYWDQ","asynch","TRI-90",8,4,"90","TRI"
"MYWDQ","asynch","TRI-90",9,5,"90","TRI"
"MYWDQ","asynch","TRI-90",10,6,"90","TRI"
"MYWDQ","asynch","TRI-90",11,7,"90","TRI"
"MYWDQ","asynch","TRI-90",12,8,"90","TRI"
"MYWDQ","asynch","TRI-90",13,9,"90","TRI"
"GE5M4","asynch","TRI-90",1,1,"90","TRI"
"GE5M4","asynch","TRI-90",2,2,"90","TRI"
"GE5M4","asynch","TRI-90",3,3,"90","TRI"
"GE5M4","asynch","TRI-90",4,4,"90","TRI"
"GE5M4","asynch","TRI-90",5,5,"90","TRI"
"GE5M4","asynch","TRI-90",6,6,"90","TRI"
"GE5M4","asynch","TRI-90",7,7,"90","TRI"
"GE5M4","asynch","TRI-90",8,8,"90","TRI"
"GE5M4","asynch","TRI-90",9,9,"90","TRI"
"GE5M4","asynch","TRI-90",10,10,"90","TRI"
"GE5M4","asynch","TRI-90",11,11,"90","TRI"
"GE5M4","asynch","TRI-90",12,12,"90","TRI"
"GE5M4","asynch","TRI-90",13,13,"90","TRI"
"GC8AN","asynch","TRI-90",1,0,"90","TRI"
"GC8AN","asynch","TRI-90",2,0,"90","TRI"
"GC8AN","asynch","TRI-90",3,0,"90","TRI"
"GC8AN","asynch","TRI-90",4,0,"90","TRI"
"GC8AN","asynch","TRI-90",5,0,"90","TRI"
"GC8AN","asynch","TRI-90",6,0,"90","TRI"
"GC8AN","asynch","TRI-90",7,0,"90","TRI"
"GC8AN","asynch","TRI-90",8,1,"90","TRI"
"GC8AN","asynch","TRI-90",9,2,"90","TRI"
"GC8AN","asynch","TRI-90",10,2,"90","TRI"
"GC8AN","asynch","TRI-90",11,2,"90","TRI"
"GC8AN","asynch","TRI-90",12,2,"90","TRI"
"GC8AN","asynch","TRI-90",13,2,"90","TRI"
"27YEC","asynch","TRI-90",1,0,"90","TRI"
"27YEC","asynch","TRI-90",2,0,"90","TRI"
"27YEC","asynch","TRI-90",3,0,"90","TRI"
"27YEC","asynch","TRI-90",4,0,"90","TRI"
"27YEC","asynch","TRI-90",5,0,"90","TRI"
"27YEC","asynch","TRI-90",6,0,"90","TRI"
"27YEC","asynch","TRI-90",7,0,"90","TRI"
"27YEC","asynch","TRI-90",8,0,"90","TRI"
"27YEC","asynch","TRI-90",9,0,"90","TRI"
"27YEC","asynch","TRI-90",10,0,"90","TRI"
"27YEC","asynch","TRI-90",11,0,"90","TRI"
"27YEC","asynch","TRI-90",12,0,"90","TRI"
"27YEC","asynch","TRI-90",13,0,"90","TRI"
"1D1GY","asynch","TRI-90",1,0,"90","TRI"
"1D1GY","asynch","TRI-90",2,0,"90","TRI"
"1D1GY","asynch","TRI-90",3,0,"90","TRI"
"1D1GY","asynch","TRI-90",4,1,"90","TRI"
"1D1GY","asynch","TRI-90",5,1,"90","TRI"
"1D1GY","asynch","TRI-90",6,1,"90","TRI"
"1D1GY","asynch","TRI-90",7,1,"90","TRI"
"1D1GY","asynch","TRI-90",8,1,"90","TRI"
"1D1GY","asynch","TRI-90",9,1,"90","TRI"
"1D1GY","asynch","TRI-90",10,1,"90","TRI"
"1D1GY","asynch","TRI-90",11,1,"90","TRI"
"1D1GY","asynch","TRI-90",12,1,"90","TRI"
"1D1GY","asynch","TRI-90",13,1,"90","TRI"
"ES161","asynch","TRI-90",1,0,"90","TRI"
"ES161","asynch","TRI-90",2,0,"90","TRI"
"ES161","asynch","TRI-90",3,0,"90","TRI"
"ES161","asynch","TRI-90",4,0,"90","TRI"
"ES161","asynch","TRI-90",5,0,"90","TRI"
"ES161","asynch","TRI-90",6,0,"90","TRI"
"ES161","asynch","TRI-90",7,0,"90","TRI"
"ES161","asynch","TRI-90",8,0,"90","TRI"
"ES161","asynch","TRI-90",9,0,"90","TRI"
"ES161","asynch","TRI-90",10,0,"90","TRI"
"ES161","asynch","TRI-90",11,0,"90","TRI"
"ES161","asynch","TRI-90",12,0,"90","TRI"
"ES161","asynch","TRI-90",13,0,"90","TRI"
"NUFZK","asynch","TRI-90",1,0,"90","TRI"
"NUFZK","asynch","TRI-90",2,0,"90","TRI"
"NUFZK","asynch","TRI-90",3,0,"90","TRI"
"NUFZK","asynch","TRI-90",4,0,"90","TRI"
"NUFZK","asynch","TRI-90",5,0,"90","TRI"
"NUFZK","asynch","TRI-90",6,0,"90","TRI"
"NUFZK","asynch","TRI-90",7,0,"90","TRI"
"NUFZK","asynch","TRI-90",8,0,"90","TRI"
"NUFZK","asynch","TRI-90",9,0,"90","TRI"
"NUFZK","asynch","TRI-90",10,0,"90","TRI"
"NUFZK","asynch","TRI-90",11,0,"90","TRI"
"NUFZK","asynch","TRI-90",12,0,"90","TRI"
"NUFZK","asynch","TRI-90",13,0,"90","TRI"
"UTN3G","asynch","TRI-90",1,0,"90","TRI"
"UTN3G","asynch","TRI-90",2,0,"90","TRI"
"UTN3G","asynch","TRI-90",3,1,"90","TRI"
"UTN3G","asynch","TRI-90",4,2,"90","TRI"
"UTN3G","asynch","TRI-90",5,2,"90","TRI"
"UTN3G","asynch","TRI-90",6,2,"90","TRI"
"UTN3G","asynch","TRI-90",7,2,"90","TRI"
"UTN3G","asynch","TRI-90",8,2,"90","TRI"
"UTN3G","asynch","TRI-90",9,2,"90","TRI"
"UTN3G","asynch","TRI-90",10,2,"90","TRI"
"UTN3G","asynch","TRI-90",11,2,"90","TRI"
"UTN3G","asynch","TRI-90",12,2,"90","TRI"
"UTN3G","asynch","TRI-90",13,2,"90","TRI"
"V32EY","asynch","TRI-90",1,0,"90","TRI"
"V32EY","asynch","TRI-90",2,0,"90","TRI"
"V32EY","asynch","TRI-90",3,0,"90","TRI"
"V32EY","asynch","TRI-90",4,1,"90","TRI"
"V32EY","asynch","TRI-90",5,1,"90","TRI"
"V32EY","asynch","TRI-90",6,1,"90","TRI"
"V32EY","asynch","TRI-90",7,1,"90","TRI"
"V32EY","asynch","TRI-90",8,1,"90","TRI"
"V32EY","asynch","TRI-90",9,2,"90","TRI"
"V32EY","asynch","TRI-90",10,2,"90","TRI"
"V32EY","asynch","TRI-90",11,3,"90","TRI"
"V32EY","asynch","TRI-90",12,4,"90","TRI"
"V32EY","asynch","TRI-90",13,5,"90","TRI"
"ETQH4","asynch","TRI-90",1,0,"90","TRI"
"ETQH4","asynch","TRI-90",2,0,"90","TRI"
"ETQH4","asynch","TRI-90",3,0,"90","TRI"
"ETQH4","asynch","TRI-90",4,0,"90","TRI"
"ETQH4","asynch","TRI-90",5,0,"90","TRI"
"ETQH4","asynch","TRI-90",6,0,"90","TRI"
"ETQH4","asynch","TRI-90",7,0,"90","TRI"
"ETQH4","asynch","TRI-90",8,0,"90","TRI"
"ETQH4","asynch","TRI-90",9,0,"90","TRI"
"ETQH4","asynch","TRI-90",10,0,"90","TRI"
"ETQH4","asynch","TRI-90",11,0,"90","TRI"
"ETQH4","asynch","TRI-90",12,0,"90","TRI"
"ETQH4","asynch","TRI-90",13,0,"90","TRI"
"YCBP2","asynch","TRI-90",1,0,"90","TRI"
"YCBP2","asynch","TRI-90",2,0,"90","TRI"
"YCBP2","asynch","TRI-90",3,0,"90","TRI"
"YCBP2","asynch","TRI-90",4,0,"90","TRI"
"YCBP2","asynch","TRI-90",5,0,"90","TRI"
"YCBP2","asynch","TRI-90",6,0,"90","TRI"
"YCBP2","asynch","TRI-90",7,0,"90","TRI"
"YCBP2","asynch","TRI-90",8,0,"90","TRI"
"YCBP2","asynch","TRI-90",9,0,"90","TRI"
"YCBP2","asynch","TRI-90",10,0,"90","TRI"
"YCBP2","asynch","TRI-90",11,0,"90","TRI"
"YCBP2","asynch","TRI-90",12,0,"90","TRI"
"YCBP2","asynch","TRI-90",13,0,"90","TRI"
"PYK8X","asynch","TRI-90",1,0,"90","TRI"
"PYK8X","asynch","TRI-90",2,0,"90","TRI"
"PYK8X","asynch","TRI-90",3,0,"90","TRI"
"PYK8X","asynch","TRI-90",4,0,"90","TRI"
"PYK8X","asynch","TRI-90",5,0,"90","TRI"
"PYK8X","asynch","TRI-90",6,0,"90","TRI"
"PYK8X","asynch","TRI-90",7,0,"90","TRI"
"PYK8X","asynch","TRI-90",8,0,"90","TRI"
"PYK8X","asynch","TRI-90",9,0,"90","TRI"
"PYK8X","asynch","TRI-90",10,0,"90","TRI"
"PYK8X","asynch","TRI-90",11,0,"90","TRI"
"PYK8X","asynch","TRI-90",12,0,"90","TRI"
"PYK8X","asynch","TRI-90",13,0,"90","TRI"
"P18KW","asynch","TRI-90",1,0,"90","TRI"
"P18KW","asynch","TRI-90",2,0,"90","TRI"
"P18KW","asynch","TRI-90",3,0,"90","TRI"
"P18KW","asynch","TRI-90",4,0,"90","TRI"
"P18KW","asynch","TRI-90",5,0,"90","TRI"
"P18KW","asynch","TRI-90",6,0,"90","TRI"
"P18KW","asynch","TRI-90",7,0,"90","TRI"
"P18KW","asynch","TRI-90",8,0,"90","TRI"
"P18KW","asynch","TRI-90",9,0,"90","TRI"
"P18KW","asynch","TRI-90",10,0,"90","TRI"
"P18KW","asynch","TRI-90",11,0,"90","TRI"
"P18KW","asynch","TRI-90",12,0,"90","TRI"
"P18KW","asynch","TRI-90",13,0,"90","TRI"
"1W9FS","asynch","TRI-90",1,1,"90","TRI"
"1W9FS","asynch","TRI-90",2,2,"90","TRI"
"1W9FS","asynch","TRI-90",3,3,"90","TRI"
"1W9FS","asynch","TRI-90",4,4,"90","TRI"
"1W9FS","asynch","TRI-90",5,5,"90","TRI"
"1W9FS","asynch","TRI-90",6,6,"90","TRI"
"1W9FS","asynch","TRI-90",7,7,"90","TRI"
"1W9FS","asynch","TRI-90",8,8,"90","TRI"
"1W9FS","asynch","TRI-90",9,9,"90","TRI"
"1W9FS","asynch","TRI-90",10,10,"90","TRI"
"1W9FS","asynch","TRI-90",11,11,"90","TRI"
"1W9FS","asynch","TRI-90",12,12,"90","TRI"
"1W9FS","asynch","TRI-90",13,13,"90","TRI"
"WA1P6","asynch","TRI-90",1,0,"90","TRI"
"WA1P6","asynch","TRI-90",2,1,"90","TRI"
"WA1P6","asynch","TRI-90",3,2,"90","TRI"
"WA1P6","asynch","TRI-90",4,3,"90","TRI"
"WA1P6","asynch","TRI-90",5,3,"90","TRI"
"WA1P6","asynch","TRI-90",6,4,"90","TRI"
"WA1P6","asynch","TRI-90",7,5,"90","TRI"
"WA1P6","asynch","TRI-90",8,5,"90","TRI"
"WA1P6","asynch","TRI-90",9,6,"90","TRI"
"WA1P6","asynch","TRI-90",10,7,"90","TRI"
"WA1P6","asynch","TRI-90",11,8,"90","TRI"
"WA1P6","asynch","TRI-90",12,9,"90","TRI"
"WA1P6","asynch","TRI-90",13,9,"90","TRI"
"GB267","asynch","TRI-90",1,1,"90","TRI"
"GB267","asynch","TRI-90",2,2,"90","TRI"
"GB267","asynch","TRI-90",3,3,"90","TRI"
"GB267","asynch","TRI-90",4,4,"90","TRI"
"GB267","asynch","TRI-90",5,5,"90","TRI"
"GB267","asynch","TRI-90",6,6,"90","TRI"
"GB267","asynch","TRI-90",7,7,"90","TRI"
"GB267","asynch","TRI-90",8,8,"90","TRI"
"GB267","asynch","TRI-90",9,9,"90","TRI"
"GB267","asynch","TRI-90",10,10,"90","TRI"
"GB267","asynch","TRI-90",11,11,"90","TRI"
"GB267","asynch","TRI-90",12,12,"90","TRI"
"GB267","asynch","TRI-90",13,13,"90","TRI"
"56CG1","asynch","TRI-90",1,0,"90","TRI"
"56CG1","asynch","TRI-90",2,0,"90","TRI"
"56CG1","asynch","TRI-90",3,0,"90","TRI"
"56CG1","asynch","TRI-90",4,0,"90","TRI"
"56CG1","asynch","TRI-90",5,0,"90","TRI"
"56CG1","asynch","TRI-90",6,0,"90","TRI"
"56CG1","asynch","TRI-90",7,0,"90","TRI"
"56CG1","asynch","TRI-90",8,0,"90","TRI"
"56CG1","asynch","TRI-90",9,0,"90","TRI"
"56CG1","asynch","TRI-90",10,0,"90","TRI"
"56CG1","asynch","TRI-90",11,0,"90","TRI"
"56CG1","asynch","TRI-90",12,0,"90","TRI"
"56CG1","asynch","TRI-90",13,0,"90","TRI"
"NZAMF","asynch","TRI-90",1,1,"90","TRI"
"NZAMF","asynch","TRI-90",2,2,"90","TRI"
"NZAMF","asynch","TRI-90",3,3,"90","TRI"
"NZAMF","asynch","TRI-90",4,4,"90","TRI"
"NZAMF","asynch","TRI-90",5,5,"90","TRI"
"NZAMF","asynch","TRI-90",6,6,"90","TRI"
"NZAMF","asynch","TRI-90",7,7,"90","TRI"
"NZAMF","asynch","TRI-90",8,8,"90","TRI"
"NZAMF","asynch","TRI-90",9,9,"90","TRI"
"NZAMF","asynch","TRI-90",10,10,"90","TRI"
"NZAMF","asynch","TRI-90",11,11,"90","TRI"
"NZAMF","asynch","TRI-90",12,12,"90","TRI"
"NZAMF","asynch","TRI-90",13,13,"90","TRI"
"LNVKO","asynch","ORTH-0",1,1,"0","ORTH"
"LNVKO","asynch","ORTH-0",2,2,"0","ORTH"
"LNVKO","asynch","ORTH-0",3,3,"0","ORTH"
"LNVKO","asynch","ORTH-0",4,4,"0","ORTH"
"LNVKO","asynch","ORTH-0",5,5,"0","ORTH"
"LNVKO","asynch","ORTH-0",6,6,"0","ORTH"
"LNVKO","asynch","ORTH-0",7,7,"0","ORTH"
"LNVKO","asynch","ORTH-0",8,8,"0","ORTH"
"LNVKO","asynch","ORTH-0",9,9,"0","ORTH"
"LNVKO","asynch","ORTH-0",10,10,"0","ORTH"
"LNVKO","asynch","ORTH-0",11,11,"0","ORTH"
"LNVKO","asynch","ORTH-0",12,12,"0","ORTH"
"LNVKO","asynch","ORTH-0",13,13,"0","ORTH"
"WWMDF","asynch","ORTH-0",1,0,"0","ORTH"
"WWMDF","asynch","ORTH-0",2,0,"0","ORTH"
"WWMDF","asynch","ORTH-0",3,0,"0","ORTH"
"WWMDF","asynch","ORTH-0",4,0,"0","ORTH"
"WWMDF","asynch","ORTH-0",5,0,"0","ORTH"
"WWMDF","asynch","ORTH-0",6,0,"0","ORTH"
"WWMDF","asynch","ORTH-0",7,0,"0","ORTH"
"WWMDF","asynch","ORTH-0",8,0,"0","ORTH"
"WWMDF","asynch","ORTH-0",9,0,"0","ORTH"
"WWMDF","asynch","ORTH-0",10,0,"0","ORTH"
"WWMDF","asynch","ORTH-0",11,0,"0","ORTH"
"WWMDF","asynch","ORTH-0",12,0,"0","ORTH"
"WWMDF","asynch","ORTH-0",13,0,"0","ORTH"
"TD0NU","asynch","ORTH-0",1,0,"0","ORTH"
"TD0NU","asynch","ORTH-0",2,0,"0","ORTH"
"TD0NU","asynch","ORTH-0",3,0,"0","ORTH"
"TD0NU","asynch","ORTH-0",4,0,"0","ORTH"
"TD0NU","asynch","ORTH-0",5,0,"0","ORTH"
"TD0NU","asynch","ORTH-0",6,0,"0","ORTH"
"TD0NU","asynch","ORTH-0",7,0,"0","ORTH"
"TD0NU","asynch","ORTH-0",8,0,"0","ORTH"
"TD0NU","asynch","ORTH-0",9,0,"0","ORTH"
"TD0NU","asynch","ORTH-0",10,0,"0","ORTH"
"TD0NU","asynch","ORTH-0",11,0,"0","ORTH"
"TD0NU","asynch","ORTH-0",12,0,"0","ORTH"
"TD0NU","asynch","ORTH-0",13,0,"0","ORTH"
"431GR","asynch","ORTH-0",1,1,"0","ORTH"
"431GR","asynch","ORTH-0",2,2,"0","ORTH"
"431GR","asynch","ORTH-0",3,2,"0","ORTH"
"431GR","asynch","ORTH-0",4,3,"0","ORTH"
"431GR","asynch","ORTH-0",5,4,"0","ORTH"
"431GR","asynch","ORTH-0",6,5,"0","ORTH"
"431GR","asynch","ORTH-0",7,5,"0","ORTH"
"431GR","asynch","ORTH-0",8,6,"0","ORTH"
"431GR","asynch","ORTH-0",9,7,"0","ORTH"
"431GR","asynch","ORTH-0",10,8,"0","ORTH"
"431GR","asynch","ORTH-0",11,9,"0","ORTH"
"431GR","asynch","ORTH-0",12,10,"0","ORTH"
"431GR","asynch","ORTH-0",13,11,"0","ORTH"
"SGTQJ","asynch","ORTH-0",1,0,"0","ORTH"
"SGTQJ","asynch","ORTH-0",2,0,"0","ORTH"
"SGTQJ","asynch","ORTH-0",3,0,"0","ORTH"
"SGTQJ","asynch","ORTH-0",4,0,"0","ORTH"
"SGTQJ","asynch","ORTH-0",5,0,"0","ORTH"
"SGTQJ","asynch","ORTH-0",6,0,"0","ORTH"
"SGTQJ","asynch","ORTH-0",7,0,"0","ORTH"
"SGTQJ","asynch","ORTH-0",8,0,"0","ORTH"
"SGTQJ","asynch","ORTH-0",9,0,"0","ORTH"
"SGTQJ","asynch","ORTH-0",10,0,"0","ORTH"
"SGTQJ","asynch","ORTH-0",11,0,"0","ORTH"
"SGTQJ","asynch","ORTH-0",12,0,"0","ORTH"
"SGTQJ","asynch","ORTH-0",13,0,"0","ORTH"
"ZL796","asynch","ORTH-0",1,0,"0","ORTH"
"ZL796","asynch","ORTH-0",2,0,"0","ORTH"
"ZL796","asynch","ORTH-0",3,0,"0","ORTH"
"ZL796","asynch","ORTH-0",4,0,"0","ORTH"
"ZL796","asynch","ORTH-0",5,0,"0","ORTH"
"ZL796","asynch","ORTH-0",6,0,"0","ORTH"
"ZL796","asynch","ORTH-0",7,0,"0","ORTH"
"ZL796","asynch","ORTH-0",8,0,"0","ORTH"
"ZL796","asynch","ORTH-0",9,0,"0","ORTH"
"ZL796","asynch","ORTH-0",10,0,"0","ORTH"
"ZL796","asynch","ORTH-0",11,0,"0","ORTH"
"ZL796","asynch","ORTH-0",12,0,"0","ORTH"
"ZL796","asynch","ORTH-0",13,0,"0","ORTH"
"YK2A6","asynch","ORTH-0",1,0,"0","ORTH"
"YK2A6","asynch","ORTH-0",2,0,"0","ORTH"
"YK2A6","asynch","ORTH-0",3,0,"0","ORTH"
"YK2A6","asynch","ORTH-0",4,0,"0","ORTH"
"YK2A6","asynch","ORTH-0",5,0,"0","ORTH"
"YK2A6","asynch","ORTH-0",6,0,"0","ORTH"
"YK2A6","asynch","ORTH-0",7,0,"0","ORTH"
"YK2A6","asynch","ORTH-0",8,0,"0","ORTH"
"YK2A6","asynch","ORTH-0",9,0,"0","ORTH"
"YK2A6","asynch","ORTH-0",10,0,"0","ORTH"
"YK2A6","asynch","ORTH-0",11,0,"0","ORTH"
"YK2A6","asynch","ORTH-0",12,0,"0","ORTH"
"YK2A6","asynch","ORTH-0",13,0,"0","ORTH"
"A9JCU","asynch","ORTH-0",1,0,"0","ORTH"
"A9JCU","asynch","ORTH-0",2,0,"0","ORTH"
"A9JCU","asynch","ORTH-0",3,0,"0","ORTH"
"A9JCU","asynch","ORTH-0",4,0,"0","ORTH"
"A9JCU","asynch","ORTH-0",5,0,"0","ORTH"
"A9JCU","asynch","ORTH-0",6,0,"0","ORTH"
"A9JCU","asynch","ORTH-0",7,0,"0","ORTH"
"A9JCU","asynch","ORTH-0",8,0,"0","ORTH"
"A9JCU","asynch","ORTH-0",9,1,"0","ORTH"
"A9JCU","asynch","ORTH-0",10,1,"0","ORTH"
"A9JCU","asynch","ORTH-0",11,1,"0","ORTH"
"A9JCU","asynch","ORTH-0",12,1,"0","ORTH"
"A9JCU","asynch","ORTH-0",13,1,"0","ORTH"
"OFOB1","asynch","ORTH-0",1,0,"0","ORTH"
"OFOB1","asynch","ORTH-0",2,0,"0","ORTH"
"OFOB1","asynch","ORTH-0",3,0,"0","ORTH"
"OFOB1","asynch","ORTH-0",4,0,"0","ORTH"
"OFOB1","asynch","ORTH-0",5,0,"0","ORTH"
"OFOB1","asynch","ORTH-0",6,0,"0","ORTH"
"OFOB1","asynch","ORTH-0",7,0,"0","ORTH"
"OFOB1","asynch","ORTH-0",8,0,"0","ORTH"
"OFOB1","asynch","ORTH-0",9,1,"0","ORTH"
"OFOB1","asynch","ORTH-0",10,2,"0","ORTH"
"OFOB1","asynch","ORTH-0",11,3,"0","ORTH"
"OFOB1","asynch","ORTH-0",12,4,"0","ORTH"
"OFOB1","asynch","ORTH-0",13,5,"0","ORTH"
"LAZ3T","asynch","ORTH-0",1,1,"0","ORTH"
"LAZ3T","asynch","ORTH-0",2,2,"0","ORTH"
"LAZ3T","asynch","ORTH-0",3,3,"0","ORTH"
"LAZ3T","asynch","ORTH-0",4,4,"0","ORTH"
"LAZ3T","asynch","ORTH-0",5,5,"0","ORTH"
"LAZ3T","asynch","ORTH-0",6,6,"0","ORTH"
"LAZ3T","asynch","ORTH-0",7,7,"0","ORTH"
"LAZ3T","asynch","ORTH-0",8,8,"0","ORTH"
"LAZ3T","asynch","ORTH-0",9,9,"0","ORTH"
"LAZ3T","asynch","ORTH-0",10,10,"0","ORTH"
"LAZ3T","asynch","ORTH-0",11,11,"0","ORTH"
"LAZ3T","asynch","ORTH-0",12,12,"0","ORTH"
"LAZ3T","asynch","ORTH-0",13,13,"0","ORTH"
"EZ7J5","asynch","ORTH-0",1,0,"0","ORTH"
"EZ7J5","asynch","ORTH-0",2,0,"0","ORTH"
"EZ7J5","asynch","ORTH-0",3,0,"0","ORTH"
"EZ7J5","asynch","ORTH-0",4,0,"0","ORTH"
"EZ7J5","asynch","ORTH-0",5,1,"0","ORTH"
"EZ7J5","asynch","ORTH-0",6,1,"0","ORTH"
"EZ7J5","asynch","ORTH-0",7,1,"0","ORTH"
"EZ7J5","asynch","ORTH-0",8,2,"0","ORTH"
"EZ7J5","asynch","ORTH-0",9,3,"0","ORTH"
"EZ7J5","asynch","ORTH-0",10,4,"0","ORTH"
"EZ7J5","asynch","ORTH-0",11,5,"0","ORTH"
"EZ7J5","asynch","ORTH-0",12,6,"0","ORTH"
"EZ7J5","asynch","ORTH-0",13,6,"0","ORTH"
"WYZCU","asynch","ORTH-0",1,0,"0","ORTH"
"WYZCU","asynch","ORTH-0",2,0,"0","ORTH"
"WYZCU","asynch","ORTH-0",3,0,"0","ORTH"
"WYZCU","asynch","ORTH-0",4,0,"0","ORTH"
"WYZCU","asynch","ORTH-0",5,1,"0","ORTH"
"WYZCU","asynch","ORTH-0",6,1,"0","ORTH"
"WYZCU","asynch","ORTH-0",7,1,"0","ORTH"
"WYZCU","asynch","ORTH-0",8,1,"0","ORTH"
"WYZCU","asynch","ORTH-0",9,1,"0","ORTH"
"WYZCU","asynch","ORTH-0",10,1,"0","ORTH"
"WYZCU","asynch","ORTH-0",11,1,"0","ORTH"
"WYZCU","asynch","ORTH-0",12,1,"0","ORTH"
"WYZCU","asynch","ORTH-0",13,2,"0","ORTH"
"WB4HC","asynch","ORTH-0",1,0,"0","ORTH"
"WB4HC","asynch","ORTH-0",2,0,"0","ORTH"
"WB4HC","asynch","ORTH-0",3,0,"0","ORTH"
"WB4HC","asynch","ORTH-0",4,0,"0","ORTH"
"WB4HC","asynch","ORTH-0",5,0,"0","ORTH"
"WB4HC","asynch","ORTH-0",6,0,"0","ORTH"
"WB4HC","asynch","ORTH-0",7,0,"0","ORTH"
"WB4HC","asynch","ORTH-0",8,0,"0","ORTH"
"WB4HC","asynch","ORTH-0",9,0,"0","ORTH"
"WB4HC","asynch","ORTH-0",10,0,"0","ORTH"
"WB4HC","asynch","ORTH-0",11,0,"0","ORTH"
"WB4HC","asynch","ORTH-0",12,0,"0","ORTH"
"WB4HC","asynch","ORTH-0",13,0,"0","ORTH"
"Z461O","asynch","ORTH-0",1,0,"0","ORTH"
"Z461O","asynch","ORTH-0",2,0,"0","ORTH"
"Z461O","asynch","ORTH-0",3,0,"0","ORTH"
"Z461O","asynch","ORTH-0",4,0,"0","ORTH"
"Z461O","asynch","ORTH-0",5,0,"0","ORTH"
"Z461O","asynch","ORTH-0",6,0,"0","ORTH"
"Z461O","asynch","ORTH-0",7,0,"0","ORTH"
"Z461O","asynch","ORTH-0",8,0,"0","ORTH"
"Z461O","asynch","ORTH-0",9,0,"0","ORTH"
"Z461O","asynch","ORTH-0",10,0,"0","ORTH"
"Z461O","asynch","ORTH-0",11,0,"0","ORTH"
"Z461O","asynch","ORTH-0",12,0,"0","ORTH"
"Z461O","asynch","ORTH-0",13,0,"0","ORTH"
"E6KMK","asynch","ORTH-0",1,0,"0","ORTH"
"E6KMK","asynch","ORTH-0",2,0,"0","ORTH"
"E6KMK","asynch","ORTH-0",3,0,"0","ORTH"
"E6KMK","asynch","ORTH-0",4,0,"0","ORTH"
"E6KMK","asynch","ORTH-0",5,0,"0","ORTH"
"E6KMK","asynch","ORTH-0",6,0,"0","ORTH"
"E6KMK","asynch","ORTH-0",7,0,"0","ORTH"
"E6KMK","asynch","ORTH-0",8,0,"0","ORTH"
"E6KMK","asynch","ORTH-0",9,0,"0","ORTH"
"E6KMK","asynch","ORTH-0",10,0,"0","ORTH"
"E6KMK","asynch","ORTH-0",11,0,"0","ORTH"
"E6KMK","asynch","ORTH-0",12,0,"0","ORTH"
"E6KMK","asynch","ORTH-0",13,0,"0","ORTH"
"0F1A8","asynch","ORTH-0",1,0,"0","ORTH"
"0F1A8","asynch","ORTH-0",2,0,"0","ORTH"
"0F1A8","asynch","ORTH-0",3,0,"0","ORTH"
"0F1A8","asynch","ORTH-0",4,0,"0","ORTH"
"0F1A8","asynch","ORTH-0",5,0,"0","ORTH"
"0F1A8","asynch","ORTH-0",6,0,"0","ORTH"
"0F1A8","asynch","ORTH-0",7,0,"0","ORTH"
"0F1A8","asynch","ORTH-0",8,0,"0","ORTH"
"0F1A8","asynch","ORTH-0",9,0,"0","ORTH"
"0F1A8","asynch","ORTH-0",10,0,"0","ORTH"
"0F1A8","asynch","ORTH-0",11,0,"0","ORTH"
"0F1A8","asynch","ORTH-0",12,0,"0","ORTH"
"0F1A8","asynch","ORTH-0",13,0,"0","ORTH"
"9S5Z0","asynch","ORTH-0",1,0,"0","ORTH"
"9S5Z0","asynch","ORTH-0",2,0,"0","ORTH"
"9S5Z0","asynch","ORTH-0",3,0,"0","ORTH"
"9S5Z0","asynch","ORTH-0",4,0,"0","ORTH"
"9S5Z0","asynch","ORTH-0",5,0,"0","ORTH"
"9S5Z0","asynch","ORTH-0",6,0,"0","ORTH"
"9S5Z0","asynch","ORTH-0",7,0,"0","ORTH"
"9S5Z0","asynch","ORTH-0",8,0,"0","ORTH"
"9S5Z0","asynch","ORTH-0",9,0,"0","ORTH"
"9S5Z0","asynch","ORTH-0",10,0,"0","ORTH"
"9S5Z0","asynch","ORTH-0",11,0,"0","ORTH"
"9S5Z0","asynch","ORTH-0",12,0,"0","ORTH"
"9S5Z0","asynch","ORTH-0",13,0,"0","ORTH"
"F86ZM","asynch","ORTH-0",1,0,"0","ORTH"
"F86ZM","asynch","ORTH-0",2,0,"0","ORTH"
"F86ZM","asynch","ORTH-0",3,0,"0","ORTH"
"F86ZM","asynch","ORTH-0",4,0,"0","ORTH"
"F86ZM","asynch","ORTH-0",5,0,"0","ORTH"
"F86ZM","asynch","ORTH-0",6,0,"0","ORTH"
"F86ZM","asynch","ORTH-0",7,0,"0","ORTH"
"F86ZM","asynch","ORTH-0",8,0,"0","ORTH"
"F86ZM","asynch","ORTH-0",9,0,"0","ORTH"
"F86ZM","asynch","ORTH-0",10,0,"0","ORTH"
"F86ZM","asynch","ORTH-0",11,0,"0","ORTH"
"F86ZM","asynch","ORTH-0",12,0,"0","ORTH"
"F86ZM","asynch","ORTH-0",13,0,"0","ORTH"
"UN6MT","asynch","ORTH-0",1,0,"0","ORTH"
"UN6MT","asynch","ORTH-0",2,0,"0","ORTH"
"UN6MT","asynch","ORTH-0",3,0,"0","ORTH"
"UN6MT","asynch","ORTH-0",4,0,"0","ORTH"
"UN6MT","asynch","ORTH-0",5,0,"0","ORTH"
